Type,StartDate,Maturity,MarketQuote
dg,2026-01-27,2026-01-28,5.7
sw,2026-01-28,2026-02-06,5.6925
sw,2026-01-28,2026-04-01,5.5555
sw,2026-01-28,2026-04-30,5.514
sw,2026-01-28,2026-06-01,5.4955
sw,2026-01-28,2026-09-01,5.387
sw,2026-01-28,2026-12-02,5.296
sw,2026-01-28,2027-02-01,5.2305
sw,2026-01-28,2027-02-01,5.0955
sw,2026-01-28,2028-02-01,5.028
sw,2026-01-28,2029-01-31,4.931
sw,2026-01-28,2030-01-30,4.8685
sw,2026-01-28,2031-01-30,4.8305
sw,2026-01-28,2032-01-30,4.8135
sw,2026-01-28,2033-02-01,4.8045
sw,2026-01-28,2034-02-01,4.8025
sw,2026-01-28,2035-01-31,4.8045
sw,2026-01-28,2036-01-30,4.8105
sw,2026-01-28,2038-02-01,4.8295
sw,2026-01-28,2041-01-30,4.8525
sw,2026-01-28,2046-01-31,4.8385
sw,2026-01-28,2051-02-01,4.7635
sw,2026-01-28,2056-02-01,4.6735
sw,2026-01-28,2066-02-01,4.474
sw,2026-01-28,2076-01-30,4.274
