Type,StartDate,Maturity,MarketQuote
dg,2026-01-27,2026-01-28,4.6
sw,2026-01-28,2026-02-06,4.5925
sw,2026-01-28,2026-04-01,4.4555
sw,2026-01-28,2026-04-30,4.414
sw,2026-01-28,2026-06-01,4.3955
sw,2026-01-28,2026-09-01,4.287
sw,2026-01-28,2026-12-02,4.196
sw,2026-01-28,2027-02-01,4.1305
sw,2026-01-28,2027-02-01,3.9955
sw,2026-01-28,2028-02-01,3.928
sw,2026-01-28,2029-01-31,3.831
sw,2026-01-28,2030-01-30,3.7685
sw,2026-01-28,2031-01-30,3.7305
sw,2026-01-28,2032-01-30,3.7135
sw,2026-01-28,2033-02-01,3.7045
sw,2026-01-28,2034-02-01,3.7025
sw,2026-01-28,2035-01-31,3.7045
sw,2026-01-28,2036-01-30,3.7105
sw,2026-01-28,2038-02-01,3.7295
sw,2026-01-28,2041-01-30,3.7525
sw,2026-01-28,2046-01-31,3.7385
sw,2026-01-28,2051-02-01,3.6635
sw,2026-01-28,2056-02-01,3.5735
sw,2026-01-28,2066-02-01,3.374
sw,2026-01-28,2076-01-30,3.174
