Type,StartDate,Maturity,MarketQuote
dg,2026-08-11,2026-08-12,4.6
sw,2026-08-12,2026-08-21,4.5925
sw,2026-08-12,2026-10-14,4.4555
sw,2026-08-12,2026-11-16,4.414
sw,2026-08-12,2026-12-16,4.3955
sw,2026-08-12,2027-03-16,4.287
sw,2026-08-12,2027-06-16,4.196
sw,2026-08-12,2027-08-16,4.1305
sw,2026-08-12,2027-08-16,3.9955
sw,2026-08-12,2028-08-16,3.928
sw,2026-08-12,2029-08-15,3.831
sw,2026-08-12,2030-08-14,3.7685
sw,2026-08-12,2031-08-14,3.7305
sw,2026-08-12,2032-08-16,3.7135
sw,2026-08-12,2033-08-16,3.7045
sw,2026-08-12,2034-08-16,3.7025
sw,2026-08-12,2035-08-15,3.7045
sw,2026-08-12,2036-08-14,3.7105
sw,2026-08-12,2038-08-16,3.7295
sw,2026-08-12,2041-08-14,3.7525
sw,2026-08-12,2046-08-15,3.7385
sw,2026-08-12,2051-08-16,3.6635
sw,2026-08-12,2056-08-16,3.5735
sw,2026-08-12,2066-08-16,3.374
sw,2026-08-12,2076-08-14,3.174
