Type,StartDate,Maturity,MarketQuote
dg,2025-12-15,2025-12-16,4.6
sw,2025-12-17,2025-12-26,4.5925
sw,2025-12-17,2026-01-21,4.4555
sw,2025-12-17,2026-02-19,4.414
sw,2025-12-17,2026-03-19,4.3955
sw,2025-12-17,2026-06-19,4.287
sw,2025-12-17,2026-09-21,4.196
sw,2025-12-17,2026-12-21,4.1305
sw,2025-12-17,2026-12-21,3.9955
sw,2025-12-17,2027-12-21,3.928
sw,2025-12-17,2028-12-20,3.831
sw,2025-12-17,2029-12-19,3.7685
sw,2025-12-17,2030-12-19,3.7305
sw,2025-12-17,2031-12-19,3.7135
sw,2025-12-17,2032-12-21,3.7045
sw,2025-12-17,2033-12-21,3.7025
sw,2025-12-17,2034-12-20,3.7045
sw,2025-12-17,2035-12-19,3.7105
sw,2025-12-17,2037-12-21,3.7295
sw,2025-12-17,2040-12-19,3.7525
sw,2025-12-17,2045-12-20,3.7385
sw,2025-12-17,2050-12-21,3.6635
sw,2025-12-17,2055-12-21,3.5735
sw,2025-12-17,2065-12-21,3.374
sw,2025-12-17,2075-12-19,3.174
