Type,StartDate,Maturity,MarketQuote
sp,2026-02-03,2026-02-04,0.0
sp,2026-02-04,2026-02-05,0.0
sp,2026-02-05,2026-02-12,-35.0
sp,2026-02-05,2026-03-05,-175.0
sp,2026-02-05,2026-05-05,-370.0
sp,2026-02-05,2026-05-05,-570.0
sp,2026-02-05,2026-08-05,-1300.0
sp,2026-02-05,2027-02-05,-2790.0
sw,2026-02-05,2027-02-05,2.035
sw,2026-02-05,2028-02-07,1.965
sw,2026-02-05,2029-02-05,1.925
sw,2026-02-05,2030-02-05,1.89
sw,2026-02-05,2031-02-05,1.875
sw,2026-02-05,2032-02-05,1.88
sw,2026-02-05,2033-02-07,1.885
sw,2026-02-05,2034-02-06,1.885
sw,2026-02-05,2035-02-05,1.88
sw,2026-02-05,2036-02-05,1.9
sw,2026-02-05,2037-02-05,1.9
sw,2026-02-05,2038-02-05,1.88
sw,2026-02-05,2041-02-05,1.84
sw,2026-02-05,2046-02-05,1.77
