Date,USD/KRW,EUR/USD,KRW/KRW,CNH/KRW,CNY/KRW,EUR/KRW,JPY/KRW,HKD/KRW,GBP/KRW,CAD/KRW,BRL/KRW,THB/KRW,BRL/USD,CAD/USD,CNY/USD,GBP/USD,HKD/USD,JPY/USD,THB/USD
2025-10-14,1430.5,1.160503321,1,200.33,200.33,1660.1,9.4233,184.01,1905.5,1018.73,260.87,43.79,0.18236281,0.712149598,0.140041943,1.33205173,0.128633345,0.006587417,0.030611674
2025-10-15,1422.5,1.164850615,1,199.55,199.55,1657,9.4293,182.96,1907.07,1012.96,261.01,43.76,0.183486819,0.712098418,0.140281195,1.340646749,0.128618629,0.006628682,0.030762742
2025-10-16,1418.5,1.169502996,1,199.12,199.12,1658.94,9.4409,182.54,1906.53,1009.68,260.51,43.62,0.183651745,0.711794149,0.140373634,1.344046528,0.128685231,0.006655552,0.030750793
2025-10-17,1423.8,1.165697429,1,199.79,199.79,1659.72,9.4413,183.31,1911.95,1016.02,263.45,43.38,0.18503301,0.713597415,0.140321674,1.342850119,0.128747015,0.006631058,0.030467762
2025-10-20,1422,1.164353024,1,199.61,199.61,1655.71,9.4335,183.06,1906.33,1012.93,264.58,43.65,0.186061885,0.712327707,0.140372714,1.34059775,0.128734177,0.006633966,0.030696203
2025-10-21,1432,1.160251397,1,200.94,200.94,1661.48,9.4276,184.25,1914.37,1021.22,265.98,43.57,0.185740223,0.713142458,0.140321229,1.336850559,0.128666201,0.00658352,0.030425978
2025-10-22,1432.8,1.161453099,1,201.08,201.08,1664.13,9.4366,184.37,1914.08,1024.2,265.17,43.7,0.185071189,0.714824121,0.140340592,1.335901731,0.128678113,0.006586125,0.030499721
2025-10-23,1437.5,1.16189913,1,201.77,201.77,1670.23,9.421,184.96,1915.76,1027.41,267.02,43.85,0.185753043,0.71472,0.140361739,1.332702609,0.128667826,0.006553739,0.030504348
2025-10-24,1439.7,1.162901993,1,202.34,202.34,1674.23,9.4021,185.3,1917.75,1028.87,267.09,44.02,0.185517816,0.714641939,0.140543169,1.332048343,0.12870737,0.006530597,0.030575814
2025-10-27,1433.5,1.164701779,1,201.66,201.66,1669.6,9.3809,184.54,1911.79,1024.81,266.71,43.85,0.18605511,0.714900593,0.140676666,1.333651901,0.128733868,0.006544053,0.030589466
2025-10-28,1434.5,1.165346811,1,202.15,202.15,1671.69,9.431,184.63,1904.37,1028.5,267.71,44.34,0.186622517,0.716974556,0.140920181,1.327549669,0.128706867,0.006574416,0.030909725
2025-10-29,1427.5,1.16014711,1,201.13,201.13,1656.11,9.3478,183.69,1883.59,1023.33,266.22,44.03,0.18649387,0.716868651,0.140896673,1.319502627,0.12867951,0.006548371,0.030844133
2025-10-30,1430.5,1.156050332,1,201.17,201.17,1653.73,9.2856,184.12,1881.39,1022.99,265.74,44.16,0.185767214,0.715127578,0.140629151,1.315197483,0.128710241,0.006491157,0.030870325
2025-10-31,1431.2,1.153200112,1,200.96,200.96,1650.46,9.2887,184.17,1879.31,1021.26,266.24,44.19,0.186025713,0.713569033,0.140413639,1.313100894,0.128682225,0.006490148,0.030876188
2025-11-03,1431,1.151851852,1,200.8,200.8,1648.3,9.2799,184.1,1880.05,1018.11,267.01,44.08,0.186589797,0.711467505,0.140321454,1.313801537,0.128651293,0.006484906,0.030803634
2025-11-04,1444,1.147901662,1,202.39,202.39,1657.57,9.3971,185.74,1880.23,1024.15,267.43,44.31,0.185200831,0.709245152,0.14015928,1.302098338,0.128628809,0.006507687,0.030685596
2025-11-05,1441,1.149000694,1,202.11,202.11,1655.71,9.3505,185.34,1880.36,1021.44,268.74,44.39,0.186495489,0.708841083,0.140256766,1.304899375,0.128619015,0.006488897,0.030804997
2025-11-06,1449,1.154603175,1,203.45,203.45,1673.02,9.4653,186.37,1902.83,1026.46,270.78,44.69,0.186873706,0.708391994,0.140407177,1.313202208,0.128619738,0.006532298,0.03084196
2025-11-07,1460,1.155849315,1,204.88,204.88,1687.54,9.4981,187.73,1921.36,1038.74,273.8,45.07,0.187534247,0.711465753,0.140328767,1.316,0.128582192,0.006505548,0.030869863
2025-11-10,1456.8,1.156397584,1,204.56,204.56,1684.64,9.457,187.41,1920.5,1039.49,274.78,45.07,0.188618891,0.713543383,0.140417353,1.318300384,0.128644975,0.006491625,0.030937672
2025-11-11,1461.8,1.158646874,1,205.26,205.26,1693.71,9.4845,188.08,1924.61,1043.47,277.24,45.06,0.189656588,0.713825421,0.140415926,1.316602818,0.128663292,0.006488234,0.03082501
2025-11-12,1469.5,1.15899966,1,206.61,206.61,1703.15,9.4966,189.09,1929.67,1049.76,277.76,45.44,0.189016672,0.71436543,0.140598843,1.313147329,0.128676421,0.00646247,0.030922082
2025-11-13,1471,1.163650578,1,207.26,207.26,1711.73,9.5213,189.28,1939.95,1048.43,277.63,45.48,0.188735554,0.712732835,0.140897349,1.318796737,0.128674371,0.006472672,0.030917743
2025-11-14,1455.5,1.162246651,1,205.09,205.09,1691.65,9.4195,187.25,1916.6,1037.83,274.8,44.92,0.188801099,0.713040192,0.140906905,1.316798351,0.128649948,0.006471659,0.030862247
2025-11-17,1462.5,1.159152137,1,205.76,205.76,1695.26,9.4191,188.11,1923.99,1040.52,274.42,45.07,0.187637607,0.711466667,0.140690598,1.315548718,0.128622222,0.00644041,0.030817094
2025-11-18,1461,1.158199863,1,205.45,205.45,1692.13,9.3961,187.67,1921.14,1044.5,274.51,45.09,0.187891855,0.714921287,0.140622861,1.314948665,0.128453114,0.00643128,0.030862423
2025-11-19,1469.5,1.153902688,1,206.47,206.47,1695.66,9.3545,188.62,1919.09,1046.17,275.66,45.28,0.187587615,0.711922423,0.140503573,1.305947601,0.128356584,0.006365771,0.030813202
2025-11-20,1475,1.152901695,1,207.23,207.23,1700.53,9.3686,189.49,1928.64,1046.25,276.56,45.49,0.187498305,0.709322034,0.140494915,1.307552542,0.128467797,0.006351593,0.030840678
2025-11-21,1472,1.151752717,1,207.19,207.19,1695.38,9.4121,189.11,1929.06,1044.6,272.39,45.4,0.185047554,0.709646739,0.140754076,1.310502717,0.128471467,0.00639409,0.030842391
2025-11-24,1475.2,1.152399675,1,207.61,207.61,1700.02,9.4037,189.57,1933.91,1045.76,273.77,45.57,0.185581616,0.708893709,0.14073346,1.310947668,0.12850461,0.006374525,0.030890727
2025-11-25,1466.2,1.157099986,1,207.02,207.02,1696.54,9.3993,188.57,1931.35,1040.01,272.45,45.44,0.185820488,0.709323421,0.141194926,1.31724867,0.128611376,0.006410653,0.030991679
2025-11-26,1470.5,1.159551173,1,208.02,208.02,1705.12,9.3989,189.05,1947.02,1047.1,275.77,45.6,0.187534852,0.712070724,0.141462088,1.324053043,0.128561714,0.006391635,0.031009861
2025-11-27,1463,1.159651401,1,206.81,206.81,1696.57,9.3599,188.08,1936.57,1042.69,273.12,45.39,0.186684894,0.712706767,0.141360219,1.323697881,0.128557758,0.006397744,0.03102529
2025-11-28,1470.5,1.159347161,1,207.93,207.93,1704.82,9.419,188.87,1945.1,1052.01,275.54,45.8,0.187378443,0.715409725,0.141400884,1.322747365,0.128439306,0.006405304,0.031145869
2025-12-01,1470.9,1.160901489,1,207.98,207.98,1707.57,9.4601,188.86,1943.43,1050.76,274.59,45.92,0.186681623,0.714365355,0.141396424,1.321252295,0.12839758,0.006431505,0.031218982
2025-12-02,1469.5,1.162198027,1,207.95,207.95,1707.85,9.428,188.77,1940.99,1051.67,275.81,45.89,0.18768969,0.715665192,0.141510718,1.320850629,0.128458659,0.006415788,0.031228309
2025-12-03,1467,1.166802999,1,207.82,207.82,1711.7,9.4496,188.47,1958.45,1051.69,276.22,45.96,0.188289025,0.716898432,0.141663258,1.335003408,0.128473074,0.006441445,0.031329243
2025-12-04,1475,1.164250847,1,208.61,208.61,1717.27,9.5097,189.54,1965.95,1056.78,277.62,46.09,0.188216949,0.716461017,0.141430508,1.332847458,0.128501695,0.006447254,0.031247458
2025-12-05,1475,1.164149153,1,208.67,208.67,1717.12,9.5017,189.47,1965.95,1066.44,271.16,46.27,0.183837288,0.723010169,0.141471186,1.332847458,0.128454237,0.006441831,0.031369492
2025-12-08,1469.5,1.164048996,1,207.82,207.82,1710.57,9.4271,188.86,1958.55,1060.9,270.75,46.07,0.184246342,0.72194624,0.141422252,1.332800272,0.128519905,0.006415175,0.0313508
2025-12-09,1470.8,1.162652978,1,208.3,208.3,1710.03,9.3762,189,1955.72,1061.83,270.69,46.23,0.184042698,0.721940441,0.141623606,1.329698123,0.128501496,0.006374898,0.031431874
2025-12-10,1466.6,1.16930315,1,207.67,207.67,1714.9,9.4028,188.49,1962.38,1063.25,268.03,46.12,0.182756034,0.724976135,0.141599618,1.338047184,0.128521751,0.006411291,0.031446884
2025-12-11,1472.5,1.174546689,1,208.86,208.86,1729.52,9.4679,189.22,1972.27,1069.16,272.23,46.55,0.184876061,0.72608489,0.141840407,1.339402377,0.128502547,0.006429813,0.031612903
2025-12-12,1476.4,1.17363858,1,209.4,209.4,1732.76,9.4806,189.7,1976.27,1073.42,273.17,46.69,0.185024384,0.727052289,0.141831482,1.338573557,0.128488215,0.006421431,0.031624221
