Type,StartDate,Maturity,MarketQuote
dg,2025-12-22,2025-12-23,4.6
sw,2025-12-24,2026-01-02,4.5925
sw,2025-12-24,2026-01-28,4.4555
sw,2025-12-24,2026-02-26,4.414
sw,2025-12-24,2026-03-26,4.3955
sw,2025-12-24,2026-06-26,4.287
sw,2025-12-24,2026-09-28,4.196
sw,2025-12-24,2026-12-28,4.1305
sw,2025-12-24,2026-12-28,3.9955
sw,2025-12-24,2027-12-28,3.928
sw,2025-12-24,2028-12-27,3.831
sw,2025-12-24,2029-12-26,3.7685
sw,2025-12-24,2030-12-26,3.7305
sw,2025-12-24,2031-12-26,3.7135
sw,2025-12-24,2032-12-28,3.7045
sw,2025-12-24,2033-12-28,3.7025
sw,2025-12-24,2034-12-27,3.7045
sw,2025-12-24,2035-12-26,3.7105
sw,2025-12-24,2037-12-28,3.7295
sw,2025-12-24,2040-12-26,3.7525
sw,2025-12-24,2045-12-27,3.7385
sw,2025-12-24,2050-12-28,3.6635
sw,2025-12-24,2055-12-28,3.5735
sw,2025-12-24,2065-12-28,3.374
sw,2025-12-24,2075-12-26,3.174
