Tenor,CapFloorVol,FwdSwpRate
20260406,0.01171973828125,0.027600000000000426
20260706,0.01123145751953125,0.027476994837074362
20270106,0.010926282043457032,0.027249999984140932
20280106,0.01010230825805664,0.028925001163209313
20310106,0.009789503395080565,0.031724999197048784
