Type,StartDate,Maturity,MarketQuote
dg,2026-01-15,2026-01-16,4.6
sw,2026-01-19,2026-01-28,4.5925
sw,2026-01-19,2026-03-23,4.4555
sw,2026-01-19,2026-04-22,4.414
sw,2026-01-19,2026-05-21,4.3955
sw,2026-01-19,2026-08-21,4.287
sw,2026-01-19,2026-11-23,4.196
sw,2026-01-19,2027-01-21,4.1305
sw,2026-01-19,2027-01-21,3.9955
sw,2026-01-19,2028-01-21,3.928
sw,2026-01-19,2029-01-23,3.831
sw,2026-01-19,2030-01-23,3.7685
sw,2026-01-19,2031-01-22,3.7305
sw,2026-01-19,2032-01-21,3.7135
sw,2026-01-19,2033-01-21,3.7045
sw,2026-01-19,2034-01-23,3.7025
sw,2026-01-19,2035-01-23,3.7045
sw,2026-01-19,2036-01-23,3.7105
sw,2026-01-19,2038-01-21,3.7295
sw,2026-01-19,2041-01-23,3.7525
sw,2026-01-19,2046-01-23,3.7385
sw,2026-01-19,2051-01-23,3.6635
sw,2026-01-19,2056-01-21,3.5735
sw,2026-01-19,2066-01-21,3.374
sw,2026-01-19,2076-01-22,3.174
