Type,StartDate,Maturity,MarketQuote
dg,2026-01-19,2026-01-20,2.53
dg,2026-01-20,2026-04-20,2.68
sw,2026-01-20,2027-01-20,2.845
sw,2026-01-20,2028-01-20,3.0975
sw,2026-01-20,2029-01-22,3.235
sw,2026-01-20,2030-01-21,3.315
sw,2026-01-20,2031-01-20,3.3775
sw,2026-01-20,2033-01-20,3.4375
sw,2026-01-20,2036-01-21,3.485
