Type,StartDate,Maturity,MarketQuote
sp,2026-08-10,2026-08-11,0.0
sp,2026-08-11,2026-08-12,0.0
sp,2026-08-11,2026-08-18,-35.0
sp,2026-08-11,2026-09-11,-175.0
sp,2026-08-11,2026-11-11,-370.0
sp,2026-08-11,2026-11-11,-570.0
sp,2026-08-11,2027-02-11,-1300.0
sp,2026-08-11,2027-08-11,-2790.0
sw,2026-08-11,2027-08-11,2.035
sw,2026-08-11,2028-08-11,1.965
sw,2026-08-11,2029-08-13,1.925
sw,2026-08-11,2030-08-12,1.89
sw,2026-08-11,2031-08-11,1.875
sw,2026-08-11,2032-08-11,1.88
sw,2026-08-11,2033-08-11,1.885
sw,2026-08-11,2034-08-11,1.885
sw,2026-08-11,2035-08-13,1.88
sw,2026-08-11,2036-08-11,1.9
sw,2026-08-11,2037-08-11,1.9
sw,2026-08-11,2038-08-11,1.88
sw,2026-08-11,2041-08-12,1.84
sw,2026-08-11,2046-08-13,1.77
