Type,StartDate,Maturity,MarketQuote
dg,2025-12-01,2025-12-02,5.7
sw,2025-12-03,2025-12-12,5.6925
sw,2025-12-03,2026-01-07,5.5555
sw,2025-12-03,2026-02-05,5.514
sw,2025-12-03,2026-03-05,5.4955
sw,2025-12-03,2026-06-05,5.387
sw,2025-12-03,2026-09-07,5.296
sw,2025-12-03,2026-12-07,5.2305
sw,2025-12-03,2026-12-07,5.0955
sw,2025-12-03,2027-12-07,5.028
sw,2025-12-03,2028-12-06,4.931
sw,2025-12-03,2029-12-05,4.8685
sw,2025-12-03,2030-12-05,4.8305
sw,2025-12-03,2031-12-05,4.8135
sw,2025-12-03,2032-12-07,4.8045
sw,2025-12-03,2033-12-07,4.8025
sw,2025-12-03,2034-12-06,4.8045
sw,2025-12-03,2035-12-05,4.8105
sw,2025-12-03,2037-12-07,4.8295
sw,2025-12-03,2040-12-05,4.8525
sw,2025-12-03,2045-12-06,4.8385
sw,2025-12-03,2050-12-07,4.7635
sw,2025-12-03,2055-12-07,4.6735
sw,2025-12-03,2065-12-07,4.474
sw,2025-12-03,2075-12-05,4.274
