Type,StartDate,Maturity,MarketQuote
dg,2025-12-19,2025-12-22,5.7
sw,2025-12-23,2026-01-01,5.6925
sw,2025-12-23,2026-01-27,5.5555
sw,2025-12-23,2026-02-25,5.514
sw,2025-12-23,2026-03-25,5.4955
sw,2025-12-23,2026-06-25,5.387
sw,2025-12-23,2026-09-25,5.296
sw,2025-12-23,2026-12-25,5.2305
sw,2025-12-23,2026-12-25,5.0955
sw,2025-12-23,2027-12-27,5.028
sw,2025-12-23,2028-12-27,4.931
sw,2025-12-23,2029-12-26,4.8685
sw,2025-12-23,2030-12-25,4.8305
sw,2025-12-23,2031-12-25,4.8135
sw,2025-12-23,2032-12-27,4.8045
sw,2025-12-23,2033-12-27,4.8025
sw,2025-12-23,2034-12-27,4.8045
sw,2025-12-23,2035-12-26,4.8105
sw,2025-12-23,2037-12-25,4.8295
sw,2025-12-23,2040-12-26,4.8525
sw,2025-12-23,2045-12-27,4.8385
sw,2025-12-23,2050-12-27,4.7635
sw,2025-12-23,2055-12-27,4.6735
sw,2025-12-23,2065-12-25,4.474
sw,2025-12-23,2075-12-25,4.274
