Type,StartDate,Maturity,MarketQuote
dg,2025-12-03,2025-12-04,4.6
sw,2025-12-05,2025-12-16,4.5925
sw,2025-12-05,2026-01-07,4.4555
sw,2025-12-05,2026-02-09,4.414
sw,2025-12-05,2026-03-09,4.3955
sw,2025-12-05,2026-06-09,4.287
sw,2025-12-05,2026-09-09,4.196
sw,2025-12-05,2026-12-09,4.1305
sw,2025-12-05,2026-12-09,3.9955
sw,2025-12-05,2027-12-08,3.928
sw,2025-12-05,2028-12-07,3.831
sw,2025-12-05,2029-12-07,3.7685
sw,2025-12-05,2030-12-09,3.7305
sw,2025-12-05,2031-12-09,3.7135
sw,2025-12-05,2032-12-08,3.7045
sw,2025-12-05,2033-12-07,3.7025
sw,2025-12-05,2034-12-07,3.7045
sw,2025-12-05,2035-12-07,3.7105
sw,2025-12-05,2037-12-09,3.7295
sw,2025-12-05,2040-12-07,3.7525
sw,2025-12-05,2045-12-07,3.7385
sw,2025-12-05,2050-12-07,3.6635
sw,2025-12-05,2055-12-08,3.5735
sw,2025-12-05,2065-12-09,3.374
sw,2025-12-05,2075-12-09,3.174
