Type,StartDate,Maturity,MarketQuote
dg,2026-01-07,2026-01-08,5.7
sw,2026-01-09,2026-01-20,5.6925
sw,2026-01-09,2026-03-11,5.5555
sw,2026-01-09,2026-04-13,5.514
sw,2026-01-09,2026-05-13,5.4955
sw,2026-01-09,2026-08-12,5.387
sw,2026-01-09,2026-11-11,5.296
sw,2026-01-09,2027-01-13,5.2305
sw,2026-01-09,2027-01-13,5.0955
sw,2026-01-09,2028-01-12,5.028
sw,2026-01-09,2029-01-11,4.931
sw,2026-01-09,2030-01-11,4.8685
sw,2026-01-09,2031-01-13,4.8305
sw,2026-01-09,2032-01-13,4.8135
sw,2026-01-09,2033-01-12,4.8045
sw,2026-01-09,2034-01-11,4.8025
sw,2026-01-09,2035-01-11,4.8045
sw,2026-01-09,2036-01-11,4.8105
sw,2026-01-09,2038-01-13,4.8295
sw,2026-01-09,2041-01-11,4.8525
sw,2026-01-09,2046-01-11,4.8385
sw,2026-01-09,2051-01-11,4.7635
sw,2026-01-09,2056-01-12,4.6735
sw,2026-01-09,2066-01-13,4.474
sw,2026-01-09,2076-01-13,4.274
