Type,StartDate,Maturity,MarketQuote
sp,2025-12-03,2025-12-04,0.0
sp,2025-12-04,2025-12-05,0.0
sp,2025-12-05,2025-12-12,-35.0
sp,2025-12-05,2026-01-05,-175.0
sp,2025-12-05,2026-02-05,-370.0
sp,2025-12-05,2026-03-05,-570.0
sp,2025-12-05,2026-06-05,-1300.0
sp,2025-12-05,2026-12-07,-2790.0
sw,2025-12-05,2026-12-07,2.035
sw,2025-12-05,2027-12-06,1.965
sw,2025-12-05,2028-12-05,1.925
sw,2025-12-05,2029-12-05,1.89
sw,2025-12-05,2030-12-05,1.875
sw,2025-12-05,2031-12-05,1.88
sw,2025-12-05,2032-12-06,1.885
sw,2025-12-05,2033-12-05,1.885
sw,2025-12-05,2034-12-05,1.88
sw,2025-12-05,2035-12-05,1.9
sw,2025-12-05,2036-12-05,1.9
sw,2025-12-05,2037-12-07,1.88
sw,2025-12-05,2040-12-05,1.84
sw,2025-12-05,2045-12-05,1.77
