Type,StartDate,Maturity,MarketQuote
sp,2025-12-04,2025-12-05,0.0
sp,2025-12-05,2025-12-08,0.0
sp,2025-12-08,2025-12-15,-35.0
sp,2025-12-08,2026-01-08,-175.0
sp,2025-12-08,2026-02-09,-370.0
sp,2025-12-08,2026-03-09,-570.0
sp,2025-12-08,2026-06-08,-1300.0
sp,2025-12-08,2026-12-08,-2790.0
sw,2025-12-08,2026-12-08,2.035
sw,2025-12-08,2027-12-08,1.965
sw,2025-12-08,2028-12-08,1.925
sw,2025-12-08,2029-12-10,1.89
sw,2025-12-08,2030-12-09,1.875
sw,2025-12-08,2031-12-08,1.88
sw,2025-12-08,2032-12-08,1.885
sw,2025-12-08,2033-12-08,1.885
sw,2025-12-08,2034-12-08,1.88
sw,2025-12-08,2035-12-10,1.9
sw,2025-12-08,2036-12-08,1.9
sw,2025-12-08,2037-12-08,1.88
sw,2025-12-08,2040-12-10,1.84
sw,2025-12-08,2045-12-08,1.77
