Term,Rate,PriceDate,NBD,StartDate,EndDate,PayDate
0.0027397260273972603,4.599710161339058,20260114,0,20260114,20260115,20260115
0.03561643835616438,4.645393371582031,20260114,2,20260116,20260127,20260127
0.1726027397260274,4.503688335418701,20260114,2,20260116,20260316,20260318
0.26301369863013696,4.452919006347655,20260114,2,20260116,20260416,20260420
0.3452054794520548,4.426014423370361,20260114,2,20260116,20260518,20260520
0.5945205479452055,4.294705629348754,20260114,2,20260116,20260817,20260819
0.8438356164383561,4.182916641235352,20260114,2,20260116,20261116,20261118
1.0164383561643835,4.104346990585326,20260114,2,20260116,20270119,20270120
1.0164383561643835,3.973652243614198,20260114,2,20260116,20270119,20270120
2.0136986301369864,3.902672052383423,20260114,2,20260116,20280118,20280119
3.0136986301369864,3.805053770542144,20260114,2,20260116,20290116,20290118
4.013698630136986,3.7420602440834045,20260114,2,20260116,20300116,20300118
5.019178082191781,3.7034999132156377,20260114,2,20260116,20310116,20310120
6.019178082191781,3.6869713068008423,20260114,2,20260116,20320116,20320120
7.019178082191781,3.6784932017326346,20260114,2,20260116,20330118,20330119
8.016438356164384,3.677383661270142,20260114,2,20260116,20340117,20340118
9.016438356164384,3.680555984377862,20260114,2,20260116,20350116,20350118
10.016438356164384,3.6881847083568577,20260114,2,20260116,20360116,20360118
12.024657534246575,3.7114557996392255,20260114,2,20260116,20380119,20380120
15.021917808219179,3.7400922030210504,20260114,2,20260116,20410116,20410118
20.024657534246575,3.7198539823293686,20260114,2,20260116,20460116,20460118
25.027397260273972,3.6104881241917615,20260114,2,20260116,20510117,20510118
30.03287671232877,3.4748267903924006,20260114,2,20260116,20560118,20560119
40.04383561643836,3.1615292951464644,20260114,2,20260116,20660119,20660120
50.04931506849315,2.838723950088024,20260114,2,20260116,20760116,20760120
