Type,StartDate,Maturity,MarketQuote
dg,2026-02-05,2026-02-06,5.7
sw,2026-02-06,2026-02-17,5.6925
sw,2026-02-06,2026-04-08,5.5555
sw,2026-02-06,2026-05-08,5.514
sw,2026-02-06,2026-06-10,5.4955
sw,2026-02-06,2026-09-09,5.387
sw,2026-02-06,2026-12-09,5.296
sw,2026-02-06,2027-02-10,5.2305
sw,2026-02-06,2027-02-10,5.0955
sw,2026-02-06,2028-02-09,5.028
sw,2026-02-06,2029-02-08,4.931
sw,2026-02-06,2030-02-08,4.8685
sw,2026-02-06,2031-02-10,4.8305
sw,2026-02-06,2032-02-10,4.8135
sw,2026-02-06,2033-02-09,4.8045
sw,2026-02-06,2034-02-08,4.8025
sw,2026-02-06,2035-02-08,4.8045
sw,2026-02-06,2036-02-08,4.8105
sw,2026-02-06,2038-02-10,4.8295
sw,2026-02-06,2041-02-08,4.8525
sw,2026-02-06,2046-02-08,4.8385
sw,2026-02-06,2051-02-08,4.7635
sw,2026-02-06,2056-02-09,4.6735
sw,2026-02-06,2066-02-10,4.474
sw,2026-02-06,2076-02-10,4.274
