Type,StartDate,Maturity,MarketQuote
sp,2026-02-06,2026-02-09,0.0
sp,2026-02-09,2026-02-10,0.0
sp,2026-02-10,2026-02-17,-35.0
sp,2026-02-10,2026-03-10,-175.0
sp,2026-02-10,2026-05-11,-370.0
sp,2026-02-10,2026-05-11,-570.0
sp,2026-02-10,2026-08-10,-1300.0
sp,2026-02-10,2027-02-10,-2790.0
sw,2026-02-10,2027-02-10,2.035
sw,2026-02-10,2028-02-10,1.965
sw,2026-02-10,2029-02-12,1.925
sw,2026-02-10,2030-02-11,1.89
sw,2026-02-10,2031-02-10,1.875
sw,2026-02-10,2032-02-10,1.88
sw,2026-02-10,2033-02-10,1.885
sw,2026-02-10,2034-02-10,1.885
sw,2026-02-10,2035-02-12,1.88
sw,2026-02-10,2036-02-11,1.9
sw,2026-02-10,2037-02-10,1.9
sw,2026-02-10,2038-02-10,1.88
sw,2026-02-10,2041-02-11,1.84
sw,2026-02-10,2046-02-12,1.77
