Type,StartDate,Maturity,MarketQuote
dg,2025-12-12,2025-12-15,2.53
dg,2025-12-15,2026-03-16,2.83
sw,2025-12-15,2026-12-15,2.8275
sw,2025-12-15,2027-12-15,3.015
sw,2025-12-15,2028-12-15,3.1475
sw,2025-12-15,2029-12-17,3.22
sw,2025-12-15,2030-12-16,3.27
sw,2025-12-15,2032-12-15,3.3375
sw,2025-12-15,2035-12-17,3.3725
