Type,StartDate,Maturity,MarketQuote
dg,2025-12-24,2025-12-25,4.6
sw,2025-12-26,2026-01-06,4.5925
sw,2025-12-26,2026-01-28,4.4555
sw,2025-12-26,2026-03-02,4.414
sw,2025-12-26,2026-03-30,4.3955
sw,2025-12-26,2026-06-30,4.287
sw,2025-12-26,2026-09-30,4.196
sw,2025-12-26,2026-12-30,4.1305
sw,2025-12-26,2026-12-30,3.9955
sw,2025-12-26,2027-12-29,3.928
sw,2025-12-26,2028-12-28,3.831
sw,2025-12-26,2029-12-28,3.7685
sw,2025-12-26,2030-12-30,3.7305
sw,2025-12-26,2031-12-30,3.7135
sw,2025-12-26,2032-12-29,3.7045
sw,2025-12-26,2033-12-28,3.7025
sw,2025-12-26,2034-12-28,3.7045
sw,2025-12-26,2035-12-28,3.7105
sw,2025-12-26,2037-12-30,3.7295
sw,2025-12-26,2040-12-28,3.7525
sw,2025-12-26,2045-12-28,3.7385
sw,2025-12-26,2050-12-28,3.6635
sw,2025-12-26,2055-12-29,3.5735
sw,2025-12-26,2065-12-30,3.374
sw,2025-12-26,2075-12-30,3.174
