Type,StartDate,Maturity,MarketQuote
dg,2025-12-24,2025-12-25,5.7
sw,2025-12-26,2026-01-06,5.6925
sw,2025-12-26,2026-01-28,5.5555
sw,2025-12-26,2026-03-02,5.514
sw,2025-12-26,2026-03-30,5.4955
sw,2025-12-26,2026-06-30,5.387
sw,2025-12-26,2026-09-30,5.296
sw,2025-12-26,2026-12-30,5.2305
sw,2025-12-26,2026-12-30,5.0955
sw,2025-12-26,2027-12-29,5.028
sw,2025-12-26,2028-12-28,4.931
sw,2025-12-26,2029-12-28,4.8685
sw,2025-12-26,2030-12-30,4.8305
sw,2025-12-26,2031-12-30,4.8135
sw,2025-12-26,2032-12-29,4.8045
sw,2025-12-26,2033-12-28,4.8025
sw,2025-12-26,2034-12-28,4.8045
sw,2025-12-26,2035-12-28,4.8105
sw,2025-12-26,2037-12-30,4.8295
sw,2025-12-26,2040-12-28,4.8525
sw,2025-12-26,2045-12-28,4.8385
sw,2025-12-26,2050-12-28,4.7635
sw,2025-12-26,2055-12-29,4.6735
sw,2025-12-26,2065-12-30,4.474
sw,2025-12-26,2075-12-30,4.274
