Type,StartDate,Maturity,MarketQuote
sp,2026-02-13,2026-02-16,0.0
sp,2026-02-16,2026-02-17,0.0
sp,2026-02-17,2026-02-24,-35.0
sp,2026-02-17,2026-03-17,-175.0
sp,2026-02-17,2026-05-18,-370.0
sp,2026-02-17,2026-05-18,-570.0
sp,2026-02-17,2026-08-17,-1300.0
sp,2026-02-17,2027-02-17,-2790.0
sw,2026-02-17,2027-02-17,2.035
sw,2026-02-17,2028-02-17,1.965
sw,2026-02-17,2029-02-19,1.925
sw,2026-02-17,2030-02-18,1.89
sw,2026-02-17,2031-02-17,1.875
sw,2026-02-17,2032-02-17,1.88
sw,2026-02-17,2033-02-17,1.885
sw,2026-02-17,2034-02-17,1.885
sw,2026-02-17,2035-02-19,1.88
sw,2026-02-17,2036-02-18,1.9
sw,2026-02-17,2037-02-17,1.9
sw,2026-02-17,2038-02-17,1.88
sw,2026-02-17,2041-02-18,1.84
sw,2026-02-17,2046-02-19,1.77
