Type,StartDate,Maturity,MarketQuote
dg,2026-01-14,2026-01-15,2.56
dg,2026-01-15,2026-04-15,2.69
sw,2026-01-15,2027-01-15,2.78
sw,2026-01-15,2028-01-17,2.9575
sw,2026-01-15,2029-01-15,3.08
sw,2026-01-15,2030-01-15,3.1625
sw,2026-01-15,2031-01-15,3.215
sw,2026-01-15,2033-01-17,3.2875
sw,2026-01-15,2036-01-15,3.3475
