Type,StartDate,Maturity,MarketQuote
sp,2026-01-14,2026-01-15,0.0
sp,2026-01-15,2026-01-16,0.0
sp,2026-01-16,2026-01-23,-35.0
sp,2026-01-16,2026-02-16,-175.0
sp,2026-01-16,2026-04-16,-370.0
sp,2026-01-16,2026-04-16,-570.0
sp,2026-01-16,2026-07-16,-1300.0
sp,2026-01-16,2027-01-18,-2790.0
sw,2026-01-16,2027-01-18,2.035
sw,2026-01-16,2028-01-17,1.965
sw,2026-01-16,2029-01-16,1.925
sw,2026-01-16,2030-01-16,1.89
sw,2026-01-16,2031-01-16,1.875
sw,2026-01-16,2032-01-16,1.88
sw,2026-01-16,2033-01-17,1.885
sw,2026-01-16,2034-01-16,1.885
sw,2026-01-16,2035-01-16,1.88
sw,2026-01-16,2036-01-16,1.9
sw,2026-01-16,2037-01-16,1.9
sw,2026-01-16,2038-01-18,1.88
sw,2026-01-16,2041-01-16,1.84
sw,2026-01-16,2046-01-16,1.77
