Type,StartDate,Maturity,MarketQuote
sp,2026-02-12,2026-02-13,0.0
sp,2026-02-13,2026-02-16,0.0
sp,2026-02-16,2026-02-23,-35.0
sp,2026-02-16,2026-03-16,-175.0
sp,2026-02-16,2026-05-18,-370.0
sp,2026-02-16,2026-05-18,-570.0
sp,2026-02-16,2026-08-17,-1300.0
sp,2026-02-16,2027-02-16,-2790.0
sw,2026-02-16,2027-02-16,2.035
sw,2026-02-16,2028-02-16,1.965
sw,2026-02-16,2029-02-16,1.925
sw,2026-02-16,2030-02-18,1.89
sw,2026-02-16,2031-02-17,1.875
sw,2026-02-16,2032-02-16,1.88
sw,2026-02-16,2033-02-16,1.885
sw,2026-02-16,2034-02-16,1.885
sw,2026-02-16,2035-02-16,1.88
sw,2026-02-16,2036-02-18,1.9
sw,2026-02-16,2037-02-16,1.9
sw,2026-02-16,2038-02-16,1.88
sw,2026-02-16,2041-02-18,1.84
sw,2026-02-16,2046-02-16,1.77
