Term,Rate,PriceDate,NBD,StartDate,EndDate,PayDate
0.0027397260273972603,4.599710161339058,20260112,0,20260112,20260113,20260113
0.030136986301369864,4.644615173339843,20260112,2,20260114,20260123,20260123
0.1780821917808219,4.503072261810303,20260112,2,20260114,20260316,20260318
0.25753424657534246,4.453526973724365,20260112,2,20260114,20260414,20260416
0.3452054794520548,4.426022529602052,20260112,2,20260114,20260514,20260518
0.5972602739726027,4.294450283050537,20260112,2,20260114,20260814,20260818
0.8493150684931506,4.182434320449829,20260112,2,20260114,20261116,20261118
1.0164383561643835,4.104351043701172,20260112,2,20260114,20270114,20270118
1.0164383561643835,3.9736562967300424,20260112,2,20260114,20270114,20270118
2.0164383561643837,3.902287006378174,20260112,2,20260114,20280114,20280118
3.0164383561643837,3.8052422404289237,20260112,2,20260114,20290116,20290117
4.013698630136986,3.742085576057434,20260112,2,20260114,20300114,20300116
5.013698630136986,3.703746646642686,20260112,2,20260114,20310114,20310116
6.013698630136986,3.687097460031509,20260112,2,20260114,20320114,20320116
7.021917808219178,3.6784977614879604,20260112,2,20260114,20330114,20330118
8.021917808219179,3.6773684620857243,20260112,2,20260114,20340117,20340118
9.01917808219178,3.680533692240716,20260112,2,20260114,20350116,20350117
10.016438356164384,3.6882067471742634,20260112,2,20260114,20360114,20360116
12.024657534246575,3.7116139978170386,20260112,2,20260114,20380114,20380118
15.021917808219179,3.740098029375077,20260112,2,20260114,20410114,20410116
20.027397260273972,3.7198524624109277,20260112,2,20260114,20460116,20460117
25.03287671232877,3.610470518469812,20260112,2,20260114,20510117,20510118
30.035616438356165,3.474590063095094,20260112,2,20260114,20560114,20560118
40.04383561643836,3.161307133734226,20260112,2,20260114,20660114,20660118
50.04383561643836,2.8389923423528667,20260112,2,20260114,20760114,20760116
