Type,StartDate,Maturity,MarketQuote
sp,2025-12-29,2025-12-30,0.0
sp,2025-12-30,2025-12-31,0.0
sp,2025-12-31,2026-01-07,-35.0
sp,2025-12-31,2026-02-02,-175.0
sp,2025-12-31,2026-03-31,-370.0
sp,2025-12-31,2026-03-31,-570.0
sp,2025-12-31,2026-06-30,-1300.0
sp,2025-12-31,2026-12-31,-2790.0
sw,2025-12-31,2026-12-31,2.035
sw,2025-12-31,2027-12-31,1.965
sw,2025-12-31,2029-01-01,1.925
sw,2025-12-31,2029-12-31,1.89
sw,2025-12-31,2030-12-31,1.875
sw,2025-12-31,2031-12-31,1.88
sw,2025-12-31,2032-12-31,1.885
sw,2025-12-31,2034-01-02,1.885
sw,2025-12-31,2035-01-01,1.88
sw,2025-12-31,2035-12-31,1.9
sw,2025-12-31,2036-12-31,1.9
sw,2025-12-31,2037-12-31,1.88
sw,2025-12-31,2040-12-31,1.84
sw,2025-12-31,2046-01-01,1.77
