Type,StartDate,Maturity,MarketQuote
dg,2026-01-19,2026-01-20,4.6
sw,2026-01-20,2026-01-29,4.5925
sw,2026-01-20,2026-03-24,4.4555
sw,2026-01-20,2026-04-22,4.414
sw,2026-01-20,2026-05-22,4.3955
sw,2026-01-20,2026-08-24,4.287
sw,2026-01-20,2026-11-24,4.196
sw,2026-01-20,2027-01-22,4.1305
sw,2026-01-20,2027-01-22,3.9955
sw,2026-01-20,2028-01-24,3.928
sw,2026-01-20,2029-01-24,3.831
sw,2026-01-20,2030-01-23,3.7685
sw,2026-01-20,2031-01-22,3.7305
sw,2026-01-20,2032-01-22,3.7135
sw,2026-01-20,2033-01-24,3.7045
sw,2026-01-20,2034-01-24,3.7025
sw,2026-01-20,2035-01-24,3.7045
sw,2026-01-20,2036-01-23,3.7105
sw,2026-01-20,2038-01-22,3.7295
sw,2026-01-20,2041-01-23,3.7525
sw,2026-01-20,2046-01-24,3.7385
sw,2026-01-20,2051-01-24,3.6635
sw,2026-01-20,2056-01-24,3.5735
sw,2026-01-20,2066-01-22,3.374
sw,2026-01-20,2076-01-22,3.174
