Type,StartDate,Maturity,MarketQuote
sp,2026-01-26,2026-01-27,0.0
sp,2026-01-27,2026-01-28,0.0
sp,2026-01-28,2026-02-04,-35.0
sp,2026-01-28,2026-03-02,-175.0
sp,2026-01-28,2026-04-28,-370.0
sp,2026-01-28,2026-04-28,-570.0
sp,2026-01-28,2026-07-28,-1300.0
sp,2026-01-28,2027-01-28,-2790.0
sw,2026-01-28,2027-01-28,2.035
sw,2026-01-28,2028-01-28,1.965
sw,2026-01-28,2029-01-29,1.925
sw,2026-01-28,2030-01-28,1.89
sw,2026-01-28,2031-01-28,1.875
sw,2026-01-28,2032-01-28,1.88
sw,2026-01-28,2033-01-28,1.885
sw,2026-01-28,2034-01-30,1.885
sw,2026-01-28,2035-01-29,1.88
sw,2026-01-28,2036-01-28,1.9
sw,2026-01-28,2037-01-28,1.9
sw,2026-01-28,2038-01-28,1.88
sw,2026-01-28,2041-01-28,1.84
sw,2026-01-28,2046-01-29,1.77
