Type,StartDate,Maturity,MarketQuote
sp,2025-12-19,2025-12-22,0.0
sp,2025-12-22,2025-12-23,0.0
sp,2025-12-23,2025-12-30,-35.0
sp,2025-12-23,2026-01-23,-175.0
sp,2025-12-23,2026-02-23,-370.0
sp,2025-12-23,2026-03-23,-570.0
sp,2025-12-23,2026-06-23,-1300.0
sp,2025-12-23,2026-12-23,-2790.0
sw,2025-12-23,2026-12-23,2.035
sw,2025-12-23,2027-12-23,1.965
sw,2025-12-23,2028-12-25,1.925
sw,2025-12-23,2029-12-24,1.89
sw,2025-12-23,2030-12-23,1.875
sw,2025-12-23,2031-12-23,1.88
sw,2025-12-23,2032-12-23,1.885
sw,2025-12-23,2033-12-23,1.885
sw,2025-12-23,2034-12-25,1.88
sw,2025-12-23,2035-12-24,1.9
sw,2025-12-23,2036-12-23,1.9
sw,2025-12-23,2037-12-23,1.88
sw,2025-12-23,2040-12-24,1.84
sw,2025-12-23,2045-12-25,1.77
