Type,StartDate,Maturity,MarketQuote
dg,2025-12-11,2025-12-12,4.6
sw,2025-12-15,2025-12-24,4.5925
sw,2025-12-15,2026-01-19,4.4555
sw,2025-12-15,2026-02-18,4.414
sw,2025-12-15,2026-03-18,4.3955
sw,2025-12-15,2026-06-17,4.287
sw,2025-12-15,2026-09-17,4.196
sw,2025-12-15,2026-12-17,4.1305
sw,2025-12-15,2026-12-17,3.9955
sw,2025-12-15,2027-12-17,3.928
sw,2025-12-15,2028-12-19,3.831
sw,2025-12-15,2029-12-19,3.7685
sw,2025-12-15,2030-12-18,3.7305
sw,2025-12-15,2031-12-17,3.7135
sw,2025-12-15,2032-12-17,3.7045
sw,2025-12-15,2033-12-19,3.7025
sw,2025-12-15,2034-12-19,3.7045
sw,2025-12-15,2035-12-19,3.7105
sw,2025-12-15,2037-12-17,3.7295
sw,2025-12-15,2040-12-19,3.7525
sw,2025-12-15,2045-12-19,3.7385
sw,2025-12-15,2050-12-19,3.6635
sw,2025-12-15,2055-12-17,3.5735
sw,2025-12-15,2065-12-17,3.374
sw,2025-12-15,2075-12-18,3.174
