Type,StartDate,Maturity,MarketQuote
dg,2025-12-11,2025-12-12,5.7
sw,2025-12-15,2025-12-24,5.6925
sw,2025-12-15,2026-01-19,5.5555
sw,2025-12-15,2026-02-18,5.514
sw,2025-12-15,2026-03-18,5.4955
sw,2025-12-15,2026-06-17,5.387
sw,2025-12-15,2026-09-17,5.296
sw,2025-12-15,2026-12-17,5.2305
sw,2025-12-15,2026-12-17,5.0955
sw,2025-12-15,2027-12-17,5.028
sw,2025-12-15,2028-12-19,4.931
sw,2025-12-15,2029-12-19,4.8685
sw,2025-12-15,2030-12-18,4.8305
sw,2025-12-15,2031-12-17,4.8135
sw,2025-12-15,2032-12-17,4.8045
sw,2025-12-15,2033-12-19,4.8025
sw,2025-12-15,2034-12-19,4.8045
sw,2025-12-15,2035-12-19,4.8105
sw,2025-12-15,2037-12-17,4.8295
sw,2025-12-15,2040-12-19,4.8525
sw,2025-12-15,2045-12-19,4.8385
sw,2025-12-15,2050-12-19,4.7635
sw,2025-12-15,2055-12-17,4.6735
sw,2025-12-15,2065-12-17,4.474
sw,2025-12-15,2075-12-18,4.274
