Type,StartDate,Maturity,MarketQuote
sp,2026-08-07,2026-08-10,0.0
sp,2026-08-10,2026-08-11,0.0
sp,2026-08-10,2026-08-17,-35.0
sp,2026-08-10,2026-09-10,-175.0
sp,2026-08-10,2026-11-10,-370.0
sp,2026-08-10,2026-11-10,-570.0
sp,2026-08-10,2027-02-10,-1300.0
sp,2026-08-10,2027-08-10,-2790.0
sw,2026-08-10,2027-08-10,2.035
sw,2026-08-10,2028-08-10,1.965
sw,2026-08-10,2029-08-10,1.925
sw,2026-08-10,2030-08-12,1.89
sw,2026-08-10,2031-08-11,1.875
sw,2026-08-10,2032-08-10,1.88
sw,2026-08-10,2033-08-10,1.885
sw,2026-08-10,2034-08-10,1.885
sw,2026-08-10,2035-08-10,1.88
sw,2026-08-10,2036-08-11,1.9
sw,2026-08-10,2037-08-10,1.9
sw,2026-08-10,2038-08-10,1.88
sw,2026-08-10,2041-08-12,1.84
sw,2026-08-10,2046-08-10,1.77
