Type,StartDate,Maturity,MarketQuote
dg,2026-01-13,2026-01-14,5.7
sw,2026-01-15,2026-01-26,5.6925
sw,2026-01-15,2026-03-18,5.5555
sw,2026-01-15,2026-04-17,5.514
sw,2026-01-15,2026-05-19,5.4955
sw,2026-01-15,2026-08-19,5.387
sw,2026-01-15,2026-11-18,5.296
sw,2026-01-15,2027-01-19,5.2305
sw,2026-01-15,2027-01-19,5.0955
sw,2026-01-15,2028-01-19,5.028
sw,2026-01-15,2029-01-17,4.931
sw,2026-01-15,2030-01-17,4.8685
sw,2026-01-15,2031-01-17,4.8305
sw,2026-01-15,2032-01-19,4.8135
sw,2026-01-15,2033-01-19,4.8045
sw,2026-01-15,2034-01-18,4.8025
sw,2026-01-15,2035-01-17,4.8045
sw,2026-01-15,2036-01-17,4.8105
sw,2026-01-15,2038-01-19,4.8295
sw,2026-01-15,2041-01-17,4.8525
sw,2026-01-15,2046-01-17,4.8385
sw,2026-01-15,2051-01-18,4.7635
sw,2026-01-15,2056-01-19,4.6735
sw,2026-01-15,2066-01-19,4.474
sw,2026-01-15,2076-01-17,4.274
