Type,StartDate,Maturity,MarketQuote
dg,2026-01-13,2026-01-14,4.6
sw,2026-01-15,2026-01-26,4.5925
sw,2026-01-15,2026-03-18,4.4555
sw,2026-01-15,2026-04-17,4.414
sw,2026-01-15,2026-05-19,4.3955
sw,2026-01-15,2026-08-19,4.287
sw,2026-01-15,2026-11-18,4.196
sw,2026-01-15,2027-01-19,4.1305
sw,2026-01-15,2027-01-19,3.9955
sw,2026-01-15,2028-01-19,3.928
sw,2026-01-15,2029-01-17,3.831
sw,2026-01-15,2030-01-17,3.7685
sw,2026-01-15,2031-01-17,3.7305
sw,2026-01-15,2032-01-19,3.7135
sw,2026-01-15,2033-01-19,3.7045
sw,2026-01-15,2034-01-18,3.7025
sw,2026-01-15,2035-01-17,3.7045
sw,2026-01-15,2036-01-17,3.7105
sw,2026-01-15,2038-01-19,3.7295
sw,2026-01-15,2041-01-17,3.7525
sw,2026-01-15,2046-01-17,3.7385
sw,2026-01-15,2051-01-18,3.6635
sw,2026-01-15,2056-01-19,3.5735
sw,2026-01-15,2066-01-19,3.374
sw,2026-01-15,2076-01-17,3.174
