Type,StartDate,Maturity,MarketQuote
dg,2026-01-02,2026-01-05,4.6
sw,2026-01-06,2026-01-15,4.5925
sw,2026-01-06,2026-03-10,4.4555
sw,2026-01-06,2026-04-08,4.414
sw,2026-01-06,2026-05-08,4.3955
sw,2026-01-06,2026-08-10,4.287
sw,2026-01-06,2026-11-10,4.196
sw,2026-01-06,2027-01-08,4.1305
sw,2026-01-06,2027-01-08,3.9955
sw,2026-01-06,2028-01-10,3.928
sw,2026-01-06,2029-01-10,3.831
sw,2026-01-06,2030-01-09,3.7685
sw,2026-01-06,2031-01-08,3.7305
sw,2026-01-06,2032-01-08,3.7135
sw,2026-01-06,2033-01-10,3.7045
sw,2026-01-06,2034-01-10,3.7025
sw,2026-01-06,2035-01-10,3.7045
sw,2026-01-06,2036-01-09,3.7105
sw,2026-01-06,2038-01-08,3.7295
sw,2026-01-06,2041-01-09,3.7525
sw,2026-01-06,2046-01-10,3.7385
sw,2026-01-06,2051-01-10,3.6635
sw,2026-01-06,2056-01-10,3.5735
sw,2026-01-06,2066-01-08,3.374
sw,2026-01-06,2076-01-08,3.174
