Type,StartDate,Maturity,MarketQuote
sp,2026-01-13,2026-01-14,0.0
sp,2026-01-14,2026-01-15,0.0
sp,2026-01-15,2026-01-22,-35.0
sp,2026-01-15,2026-02-16,-175.0
sp,2026-01-15,2026-04-15,-370.0
sp,2026-01-15,2026-04-15,-570.0
sp,2026-01-15,2026-07-15,-1300.0
sp,2026-01-15,2027-01-15,-2790.0
sw,2026-01-15,2027-01-15,2.035
sw,2026-01-15,2028-01-17,1.965
sw,2026-01-15,2029-01-15,1.925
sw,2026-01-15,2030-01-15,1.89
sw,2026-01-15,2031-01-15,1.875
sw,2026-01-15,2032-01-15,1.88
sw,2026-01-15,2033-01-17,1.885
sw,2026-01-15,2034-01-16,1.885
sw,2026-01-15,2035-01-15,1.88
sw,2026-01-15,2036-01-15,1.9
sw,2026-01-15,2037-01-15,1.9
sw,2026-01-15,2038-01-15,1.88
sw,2026-01-15,2041-01-15,1.84
sw,2026-01-15,2046-01-15,1.77
