Type,StartDate,Maturity,MarketQuote
sp,2025-12-18,2025-12-19,0.0
sp,2025-12-19,2025-12-22,0.0
sp,2025-12-22,2025-12-29,-35.0
sp,2025-12-22,2026-01-22,-175.0
sp,2025-12-22,2026-02-23,-370.0
sp,2025-12-22,2026-03-23,-570.0
sp,2025-12-22,2026-06-22,-1300.0
sp,2025-12-22,2026-12-22,-2790.0
sw,2025-12-22,2026-12-22,2.035
sw,2025-12-22,2027-12-22,1.965
sw,2025-12-22,2028-12-22,1.925
sw,2025-12-22,2029-12-24,1.89
sw,2025-12-22,2030-12-23,1.875
sw,2025-12-22,2031-12-22,1.88
sw,2025-12-22,2032-12-22,1.885
sw,2025-12-22,2033-12-22,1.885
sw,2025-12-22,2034-12-22,1.88
sw,2025-12-22,2035-12-24,1.9
sw,2025-12-22,2036-12-22,1.9
sw,2025-12-22,2037-12-22,1.88
sw,2025-12-22,2040-12-24,1.84
sw,2025-12-22,2045-12-22,1.77
