SwapMat/OptMat,3,6,12,24,36,48,60,72,84,96,108,120
12,0.013047212463378907,0.00985050894165039,0.007798210021972656,0.008320821456909178,0.00923253045654297,0.009963042060852047,0.010506634246826171,0.010970118110656738,0.011355400993347167,0.011706351737976076,0.012101171325683592,0.012501712936401366
24,0.013276093383789062,0.007931723892211914,0.007645622741699219,0.006684322875976562,0.006442090568542481,0.006390592361450195,0.006411573112487793,0.0064630713195800785,0.006530781925201415,0.006647129726409913,0.00677110689163208,0.0068941303863525386
36,0.013070100555419923,0.009255418548583985,0.00707151309967041,0.005726837692260742,0.005244280418395996,0.005027797214508056,0.004919078777313233,0.004868534240722656,0.004867580570220947,0.004896190685272217,0.004935291175842286,0.004995372417449951
48,0.012221333808898924,0.008673679542541503,0.006480237388610839,0.006109259563446044,0.005461717292785643,0.005137469322204589,0.0049548414211273185,0.004860904876708984,0.004816082363128664,0.0048032078113555915,0.0048165591983795174,0.004850414501190186
60,0.01139926983642578,0.008090033195495606,0.005972884681701659,0.005530381568908691,0.004873779428482055,0.00453141171836853,0.004338293441772461,0.0042248066520690925,0.0041570960464477535,0.00412705542564392,0.004120856567382812,0.004129916437149047
72,0.01067638759613037,0.007573143783569335,0.005554223331451415,0.005084063774108887,0.005972407846450804,0.005518937522888183,0.0052514329471588135,0.005083586938858032,0.004982974700927734,0.004928615482330322,0.004900959037780762,0.00490453530216217
84,0.010050779747009277,0.007127779659271241,0.0052061335983276365,0.00472882151222229,0.005526566886901855,0.005079772256851196,0.004809168251991272,0.004640130155563355,0.004533557476997376,0.004467754212379455,0.004436521503448487,0.004427938468933106
96,0.009518631607055664,0.006750126140594483,0.00491240308380127,0.00444319719696045,0.00516941728401184,0.004730728853225708,0.004465608453750609,0.004296331939697265,0.004184514073371887,0.004118472391128539,0.004079848735809327,0.004064351590156556
108,0.00906086976623535,0.006422063488006592,0.004667786600112914,0.004205256406784058,0.004873779428482055,0.004448442384719849,0.00418856717300415,0.0040188138236999515,0.0039096185512542715,0.003839523769378662,0.0037975622673034662,0.003777296769142151
120,0.008661281826019288,0.006143591701507568,0.004457502254486084,0.004002601425170898,0.004628209274291993,0.004214793111801148,0.0039587325820922845,0.0037939860029220576,0.0036840754776000977,0.003612550189971924,0.0035679660940170286,0.003541978572845459
