Term,Rate,PriceDate,NBD,StartDate,EndDate,PayDate
0.0027397260273972603,4.663590943588267,20241210,0,20241210,20241211,20241211
0.005479452054794521,4.662652723781595,20241210,0,20241211,20241212,20241212
0.024657534246575342,3.6612230298812944,20241210,0,20241212,20241219,20241219
0.09315068493150686,3.2001632571507703,20241210,0,20241212,20250113,20250113
0.17534246575342466,2.984060910269664,20241210,0,20241212,20250212,20250212
0.25205479452054796,2.849288676054212,20241210,0,20241212,20250312,20250312
0.5041095890410959,2.4885545095194557,20241210,0,20241212,20250612,20250612
1.0054794520547945,2.1417768068328424,20241210,0,20241212,20251212,20251212
1.515068493150685,2.035642743110657,20241210,2,20241212,20260612,20260616
2.0164383561643837,1.964792251586914,20241210,2,20241212,20261212,20261216
3.0136986301369864,1.9233552217483525,20241210,2,20241212,20271212,20271215
4.013698630136986,1.8869248032569885,20241210,2,20241212,20281212,20281214
5.013698630136986,1.8713405728340144,20241210,2,20241212,20291212,20291214
6.019178082191781,1.8766906857490537,20241210,2,20241212,20301212,20301216
7.019178082191781,1.8819131255149841,20241210,2,20241212,20311212,20311216
8.01917808219178,1.8817608803510661,20241210,2,20241212,20321212,20321215
9.016438356164384,1.8762868940830228,20241210,2,20241212,20331212,20331214
10.016438356164384,1.8980946838855741,20241210,2,20241212,20341212,20341214
11.016438356164384,1.8977899402379983,20241210,2,20241212,20351212,20351214
12.024657534246575,1.8753147795796399,20241210,2,20241212,20361212,20361216
15.01917808219178,1.8310123234987263,20241210,2,20241212,20391212,20391214
20.024657534246575,1.7523970752954483,20241210,2,20241212,20441212,20441214
