Type,StartDate,Maturity,MarketQuote
dg,2025-12-05,2025-12-08,4.6
sw,2025-12-09,2025-12-18,4.5925
sw,2025-12-09,2026-01-13,4.4555
sw,2025-12-09,2026-02-11,4.414
sw,2025-12-09,2026-03-11,4.3955
sw,2025-12-09,2026-06-11,4.287
sw,2025-12-09,2026-09-11,4.196
sw,2025-12-09,2026-12-11,4.1305
sw,2025-12-09,2026-12-11,3.9955
sw,2025-12-09,2027-12-13,3.928
sw,2025-12-09,2028-12-13,3.831
sw,2025-12-09,2029-12-12,3.7685
sw,2025-12-09,2030-12-11,3.7305
sw,2025-12-09,2031-12-11,3.7135
sw,2025-12-09,2032-12-13,3.7045
sw,2025-12-09,2033-12-13,3.7025
sw,2025-12-09,2034-12-13,3.7045
sw,2025-12-09,2035-12-12,3.7105
sw,2025-12-09,2037-12-11,3.7295
sw,2025-12-09,2040-12-12,3.7525
sw,2025-12-09,2045-12-13,3.7385
sw,2025-12-09,2050-12-13,3.6635
sw,2025-12-09,2055-12-13,3.5735
sw,2025-12-09,2065-12-11,3.374
sw,2025-12-09,2075-12-11,3.174
