Type,StartDate,Maturity,MarketQuote
dg,2025-12-05,2025-12-08,5.7
sw,2025-12-09,2025-12-18,5.6925
sw,2025-12-09,2026-01-13,5.5555
sw,2025-12-09,2026-02-11,5.514
sw,2025-12-09,2026-03-11,5.4955
sw,2025-12-09,2026-06-11,5.387
sw,2025-12-09,2026-09-11,5.296
sw,2025-12-09,2026-12-11,5.2305
sw,2025-12-09,2026-12-11,5.0955
sw,2025-12-09,2027-12-13,5.028
sw,2025-12-09,2028-12-13,4.931
sw,2025-12-09,2029-12-12,4.8685
sw,2025-12-09,2030-12-11,4.8305
sw,2025-12-09,2031-12-11,4.8135
sw,2025-12-09,2032-12-13,4.8045
sw,2025-12-09,2033-12-13,4.8025
sw,2025-12-09,2034-12-13,4.8045
sw,2025-12-09,2035-12-12,4.8105
sw,2025-12-09,2037-12-11,4.8295
sw,2025-12-09,2040-12-12,4.8525
sw,2025-12-09,2045-12-13,4.8385
sw,2025-12-09,2050-12-13,4.7635
sw,2025-12-09,2055-12-13,4.6735
sw,2025-12-09,2065-12-11,4.474
sw,2025-12-09,2075-12-11,4.274
