Type,StartDate,Maturity,MarketQuote
dg,2026-01-23,2026-01-26,5.7
sw,2026-01-26,2026-02-04,5.6925
sw,2026-01-26,2026-03-30,5.5555
sw,2026-01-26,2026-04-29,5.514
sw,2026-01-26,2026-05-28,5.4955
sw,2026-01-26,2026-08-28,5.387
sw,2026-01-26,2026-11-30,5.296
sw,2026-01-26,2027-01-28,5.2305
sw,2026-01-26,2027-01-28,5.0955
sw,2026-01-26,2028-01-28,5.028
sw,2026-01-26,2029-01-30,4.931
sw,2026-01-26,2030-01-30,4.8685
sw,2026-01-26,2031-01-29,4.8305
sw,2026-01-26,2032-01-28,4.8135
sw,2026-01-26,2033-01-28,4.8045
sw,2026-01-26,2034-01-30,4.8025
sw,2026-01-26,2035-01-30,4.8045
sw,2026-01-26,2036-01-30,4.8105
sw,2026-01-26,2038-01-28,4.8295
sw,2026-01-26,2041-01-30,4.8525
sw,2026-01-26,2046-01-30,4.8385
sw,2026-01-26,2051-01-30,4.7635
sw,2026-01-26,2056-01-28,4.6735
sw,2026-01-26,2066-01-28,4.474
sw,2026-01-26,2076-01-29,4.274
