Type,StartDate,Maturity,MarketQuote
dg,2026-01-23,2026-01-26,4.6
sw,2026-01-26,2026-02-04,4.5925
sw,2026-01-26,2026-03-30,4.4555
sw,2026-01-26,2026-04-29,4.414
sw,2026-01-26,2026-05-28,4.3955
sw,2026-01-26,2026-08-28,4.287
sw,2026-01-26,2026-11-30,4.196
sw,2026-01-26,2027-01-28,4.1305
sw,2026-01-26,2027-01-28,3.9955
sw,2026-01-26,2028-01-28,3.928
sw,2026-01-26,2029-01-30,3.831
sw,2026-01-26,2030-01-30,3.7685
sw,2026-01-26,2031-01-29,3.7305
sw,2026-01-26,2032-01-28,3.7135
sw,2026-01-26,2033-01-28,3.7045
sw,2026-01-26,2034-01-30,3.7025
sw,2026-01-26,2035-01-30,3.7045
sw,2026-01-26,2036-01-30,3.7105
sw,2026-01-26,2038-01-28,3.7295
sw,2026-01-26,2041-01-30,3.7525
sw,2026-01-26,2046-01-30,3.7385
sw,2026-01-26,2051-01-30,3.6635
sw,2026-01-26,2056-01-28,3.5735
sw,2026-01-26,2066-01-28,3.374
sw,2026-01-26,2076-01-29,3.174
