Type,StartDate,Maturity,MarketQuote
dg,2025-12-05,2025-12-08,2.51
dg,2025-12-08,2026-03-09,2.83
sw,2025-12-08,2026-12-08,2.7675
sw,2025-12-08,2027-12-08,2.885
sw,2025-12-08,2028-12-08,2.9925
sw,2025-12-08,2029-12-10,3.0575
sw,2025-12-08,2030-12-09,3.1125
sw,2025-12-08,2032-12-08,3.185
sw,2025-12-08,2035-12-10,3.245
