Type,StartDate,Maturity,MarketQuote
sp,2026-01-28,2026-01-29,0.0
sp,2026-01-29,2026-01-30,0.0
sp,2026-01-30,2026-02-06,-35.0
sp,2026-01-30,2026-03-02,-175.0
sp,2026-01-30,2026-04-30,-370.0
sp,2026-01-30,2026-04-30,-570.0
sp,2026-01-30,2026-07-30,-1300.0
sp,2026-01-30,2027-02-01,-2790.0
sw,2026-01-30,2027-02-01,2.035
sw,2026-01-30,2028-01-31,1.965
sw,2026-01-30,2029-01-30,1.925
sw,2026-01-30,2030-01-30,1.89
sw,2026-01-30,2031-01-30,1.875
sw,2026-01-30,2032-01-30,1.88
sw,2026-01-30,2033-01-31,1.885
sw,2026-01-30,2034-01-30,1.885
sw,2026-01-30,2035-01-30,1.88
sw,2026-01-30,2036-01-30,1.9
sw,2026-01-30,2037-01-30,1.9
sw,2026-01-30,2038-02-01,1.88
sw,2026-01-30,2041-01-30,1.84
sw,2026-01-30,2046-01-30,1.77
