Type,StartDate,Maturity,MarketQuote
sp,2026-08-18,2026-08-19,0.0
sp,2026-08-19,2026-08-20,0.0
sp,2026-08-19,2026-08-26,-35.0
sp,2026-08-19,2026-09-21,-175.0
sp,2026-08-19,2026-11-19,-370.0
sp,2026-08-19,2026-11-19,-570.0
sp,2026-08-19,2027-02-19,-1300.0
sp,2026-08-19,2027-08-19,-2790.0
sw,2026-08-19,2027-08-19,2.035
sw,2026-08-19,2028-08-21,1.965
sw,2026-08-19,2029-08-20,1.925
sw,2026-08-19,2030-08-19,1.89
sw,2026-08-19,2031-08-19,1.875
sw,2026-08-19,2032-08-19,1.88
sw,2026-08-19,2033-08-19,1.885
sw,2026-08-19,2034-08-21,1.885
sw,2026-08-19,2035-08-20,1.88
sw,2026-08-19,2036-08-19,1.9
sw,2026-08-19,2037-08-19,1.9
sw,2026-08-19,2038-08-19,1.88
sw,2026-08-19,2041-08-19,1.84
sw,2026-08-19,2046-08-20,1.77
