Type,StartDate,Maturity,MarketQuote
sp,2024-12-10,2024-12-11,0
sp,2024-12-11,2024-12-12,0
sp,2024-12-12,2024-12-19,-35
sp,2024-12-12,2025-01-13,-175
sp,2024-12-12,2025-02-12,-370
sp,2024-12-12,2025-03-12,-570
sp,2024-12-12,2025-06-12,-1300
sp,2024-12-12,2025-12-12,-2790
sw,2024-12-12,2026-06-16,2.035
sw,2024-12-12,2026-12-16,1.965
sw,2024-12-12,2027-12-15,1.925
sw,2024-12-12,2028-12-14,1.89
sw,2024-12-12,2029-12-14,1.875
sw,2024-12-12,2030-12-16,1.88
sw,2024-12-12,2031-12-16,1.885
sw,2024-12-12,2032-12-15,1.885
sw,2024-12-12,2033-12-14,1.88
sw,2024-12-12,2034-12-14,1.9
sw,2024-12-12,2035-12-14,1.9
sw,2024-12-12,2036-12-16,1.88
sw,2024-12-12,2039-12-14,1.84
sw,2024-12-12,2044-12-14,1.77
,,,
,,,
,,,
