Type,StartDate,Maturity,MarketQuote
dg,2025-12-12,2025-12-15,4.6
sw,2025-12-16,2025-12-25,4.5925
sw,2025-12-16,2026-01-20,4.4555
sw,2025-12-16,2026-02-18,4.414
sw,2025-12-16,2026-03-18,4.3955
sw,2025-12-16,2026-06-18,4.287
sw,2025-12-16,2026-09-18,4.196
sw,2025-12-16,2026-12-18,4.1305
sw,2025-12-16,2026-12-18,3.9955
sw,2025-12-16,2027-12-20,3.928
sw,2025-12-16,2028-12-20,3.831
sw,2025-12-16,2029-12-19,3.7685
sw,2025-12-16,2030-12-18,3.7305
sw,2025-12-16,2031-12-18,3.7135
sw,2025-12-16,2032-12-20,3.7045
sw,2025-12-16,2033-12-20,3.7025
sw,2025-12-16,2034-12-20,3.7045
sw,2025-12-16,2035-12-19,3.7105
sw,2025-12-16,2037-12-18,3.7295
sw,2025-12-16,2040-12-19,3.7525
sw,2025-12-16,2045-12-20,3.7385
sw,2025-12-16,2050-12-20,3.6635
sw,2025-12-16,2055-12-20,3.5735
sw,2025-12-16,2065-12-18,3.374
sw,2025-12-16,2075-12-18,3.174
