Type,StartDate,Maturity,MarketQuote
dg,2025-12-12,2025-12-15,5.7
sw,2025-12-16,2025-12-25,5.6925
sw,2025-12-16,2026-01-20,5.5555
sw,2025-12-16,2026-02-18,5.514
sw,2025-12-16,2026-03-18,5.4955
sw,2025-12-16,2026-06-18,5.387
sw,2025-12-16,2026-09-18,5.296
sw,2025-12-16,2026-12-18,5.2305
sw,2025-12-16,2026-12-18,5.0955
sw,2025-12-16,2027-12-20,5.028
sw,2025-12-16,2028-12-20,4.931
sw,2025-12-16,2029-12-19,4.8685
sw,2025-12-16,2030-12-18,4.8305
sw,2025-12-16,2031-12-18,4.8135
sw,2025-12-16,2032-12-20,4.8045
sw,2025-12-16,2033-12-20,4.8025
sw,2025-12-16,2034-12-20,4.8045
sw,2025-12-16,2035-12-19,4.8105
sw,2025-12-16,2037-12-18,4.8295
sw,2025-12-16,2040-12-19,4.8525
sw,2025-12-16,2045-12-20,4.8385
sw,2025-12-16,2050-12-20,4.7635
sw,2025-12-16,2055-12-20,4.6735
sw,2025-12-16,2065-12-18,4.474
sw,2025-12-16,2075-12-18,4.274
