Moneyness/Tenor,0.333333333,0.666666667,1,1.333333333,1.666666667,2,2.333333333,2.666666667,3,3.333333333
0.5,1.0000000000000003e-05,0.36110779876708987,0.35975358665466306,0.3383818307113647,0.3252879347229004,0.3171531253433228,0.31030577114105223,0.304221353340149,0.29811309377670286,0.2949326026535034
0.6,0.32959852539062495,0.3073589292907715,0.30339166000366213,0.2820866609954834,0.26849685634613035,0.2595323536300659,0.2538198673248291,0.24950450830459592,0.24409242820739743,0.24239489471435544
0.7,0.29171873306274415,0.26030482673645017,0.2512354202651977,0.23611020610809325,0.22583917480468751,0.217775890712738,0.21406611246109009,0.2118822070121765,0.20891629175186155,0.20853482355117792
0.8,0.24054477394104004,0.21827656772613524,0.20977936355590815,0.20066227355957028,0.19446341529846187,0.188960736503601,0.18794030906677248,0.18767328132629393,0.18632860591888428,0.1871988302516937
0.9,0.18620462875366212,0.17766927776336672,0.17141319927215576,0.1709363640213013,0.17061211605072024,0.1685617244720459,0.1701805801486969,0.17170406877517705,0.17182327758789065,0.1739285052204132
1.0,0.13451568756103516,0.1410674039077759,0.14287937786102295,0.148086418800354,0.15184864892959593,0.15299782188415526,0.15704138481140137,0.16029578539848327,0.16174059620857242,0.16471604817390442
1.1,0.10296826736450196,0.11423111598968506,0.12864107727050783,0.13454906602859498,0.1393603337097168,0.14383304836273192,0.14955030302047725,0.15439971752166748,0.1578758465003967,0.16138058559417728
1.2,1.0000000000000003e-05,0.10914805221557616,0.12343403633117678,0.1288890316009522,0.1347445684814453,0.1412486013031006,0.1478098543548584,0.15366539123535156,0.15858156267166137,0.16236286621093754
1.3,1.0000000000000003e-05,0.12024877685546875,0.12745852584838868,0.1330851818084717,0.13941755393981933,0.14447200759887696,0.1510237239456177,0.1575325251197815,0.1632307063674927,0.1672122807121277
