Type,StartDate,Maturity,MarketQuote
sp,2026-01-22,2026-01-23,0.0
sp,2026-01-23,2026-01-26,0.0
sp,2026-01-26,2026-02-02,-35.0
sp,2026-01-26,2026-02-26,-175.0
sp,2026-01-26,2026-04-27,-370.0
sp,2026-01-26,2026-04-27,-570.0
sp,2026-01-26,2026-07-27,-1300.0
sp,2026-01-26,2027-01-26,-2790.0
sw,2026-01-26,2027-01-26,2.035
sw,2026-01-26,2028-01-26,1.965
sw,2026-01-26,2029-01-26,1.925
sw,2026-01-26,2030-01-28,1.89
sw,2026-01-26,2031-01-27,1.875
sw,2026-01-26,2032-01-26,1.88
sw,2026-01-26,2033-01-26,1.885
sw,2026-01-26,2034-01-26,1.885
sw,2026-01-26,2035-01-26,1.88
sw,2026-01-26,2036-01-28,1.9
sw,2026-01-26,2037-01-26,1.9
sw,2026-01-26,2038-01-26,1.88
sw,2026-01-26,2041-01-28,1.84
sw,2026-01-26,2046-01-26,1.77
