Type,StartDate,Maturity,MarketQuote
dg,2026-01-22,2026-01-23,5.7
sw,2026-01-23,2026-02-03,5.6925
sw,2026-01-23,2026-03-25,5.5555
sw,2026-01-23,2026-04-27,5.514
sw,2026-01-23,2026-05-27,5.4955
sw,2026-01-23,2026-08-26,5.387
sw,2026-01-23,2026-11-25,5.296
sw,2026-01-23,2027-01-27,5.2305
sw,2026-01-23,2027-01-27,5.0955
sw,2026-01-23,2028-01-26,5.028
sw,2026-01-23,2029-01-25,4.931
sw,2026-01-23,2030-01-25,4.8685
sw,2026-01-23,2031-01-27,4.8305
sw,2026-01-23,2032-01-27,4.8135
sw,2026-01-23,2033-01-26,4.8045
sw,2026-01-23,2034-01-25,4.8025
sw,2026-01-23,2035-01-25,4.8045
sw,2026-01-23,2036-01-25,4.8105
sw,2026-01-23,2038-01-27,4.8295
sw,2026-01-23,2041-01-25,4.8525
sw,2026-01-23,2046-01-25,4.8385
sw,2026-01-23,2051-01-25,4.7635
sw,2026-01-23,2056-01-26,4.6735
sw,2026-01-23,2066-01-27,4.474
sw,2026-01-23,2076-01-27,4.274
