Type,StartDate,Maturity,MarketQuote
dg,2026-01-08,2026-01-09,5.7
sw,2026-01-12,2026-01-21,5.6925
sw,2026-01-12,2026-03-16,5.5555
sw,2026-01-12,2026-04-15,5.514
sw,2026-01-12,2026-05-14,5.4955
sw,2026-01-12,2026-08-14,5.387
sw,2026-01-12,2026-11-16,5.296
sw,2026-01-12,2027-01-14,5.2305
sw,2026-01-12,2027-01-14,5.0955
sw,2026-01-12,2028-01-14,5.028
sw,2026-01-12,2029-01-16,4.931
sw,2026-01-12,2030-01-16,4.8685
sw,2026-01-12,2031-01-15,4.8305
sw,2026-01-12,2032-01-14,4.8135
sw,2026-01-12,2033-01-14,4.8045
sw,2026-01-12,2034-01-16,4.8025
sw,2026-01-12,2035-01-16,4.8045
sw,2026-01-12,2036-01-16,4.8105
sw,2026-01-12,2038-01-14,4.8295
sw,2026-01-12,2041-01-16,4.8525
sw,2026-01-12,2046-01-16,4.8385
sw,2026-01-12,2051-01-16,4.7635
sw,2026-01-12,2056-01-14,4.6735
sw,2026-01-12,2066-01-14,4.474
sw,2026-01-12,2076-01-15,4.274
