Type,StartDate,Maturity,MarketQuote
dg,2026-08-20,2026-08-21,4.6
sw,2026-08-21,2026-09-01,4.5925
sw,2026-08-21,2026-10-23,4.4555
sw,2026-08-21,2026-11-25,4.414
sw,2026-08-21,2026-12-23,4.3955
sw,2026-08-21,2027-03-24,4.287
sw,2026-08-21,2027-06-23,4.196
sw,2026-08-21,2027-08-25,4.1305
sw,2026-08-21,2027-08-25,3.9955
sw,2026-08-21,2028-08-23,3.928
sw,2026-08-21,2029-08-23,3.831
sw,2026-08-21,2030-08-23,3.7685
sw,2026-08-21,2031-08-25,3.7305
sw,2026-08-21,2032-08-25,3.7135
sw,2026-08-21,2033-08-24,3.7045
sw,2026-08-21,2034-08-23,3.7025
sw,2026-08-21,2035-08-23,3.7045
sw,2026-08-21,2036-08-25,3.7105
sw,2026-08-21,2038-08-25,3.7295
sw,2026-08-21,2041-08-23,3.7525
sw,2026-08-21,2046-08-23,3.7385
sw,2026-08-21,2051-08-23,3.6635
sw,2026-08-21,2056-08-23,3.5735
sw,2026-08-21,2066-08-25,3.374
sw,2026-08-21,2076-08-25,3.174
