Type,StartDate,Maturity,MarketQuote
dg,2026-02-04,2026-02-05,4.6
sw,2026-02-05,2026-02-16,4.5925
sw,2026-02-05,2026-04-08,4.4555
sw,2026-02-05,2026-05-07,4.414
sw,2026-02-05,2026-06-09,4.3955
sw,2026-02-05,2026-09-09,4.287
sw,2026-02-05,2026-12-09,4.196
sw,2026-02-05,2027-02-09,4.1305
sw,2026-02-05,2027-02-09,3.9955
sw,2026-02-05,2028-02-09,3.928
sw,2026-02-05,2029-02-07,3.831
sw,2026-02-05,2030-02-07,3.7685
sw,2026-02-05,2031-02-07,3.7305
sw,2026-02-05,2032-02-09,3.7135
sw,2026-02-05,2033-02-09,3.7045
sw,2026-02-05,2034-02-08,3.7025
sw,2026-02-05,2035-02-07,3.7045
sw,2026-02-05,2036-02-07,3.7105
sw,2026-02-05,2038-02-09,3.7295
sw,2026-02-05,2041-02-07,3.7525
sw,2026-02-05,2046-02-07,3.7385
sw,2026-02-05,2051-02-08,3.6635
sw,2026-02-05,2056-02-09,3.5735
sw,2026-02-05,2066-02-09,3.374
sw,2026-02-05,2076-02-07,3.174
