Type,StartDate,Maturity,MarketQuote
dg,2026-02-10,2026-02-11,4.6
sw,2026-02-11,2026-02-20,4.5925
sw,2026-02-11,2026-04-15,4.4555
sw,2026-02-11,2026-05-13,4.414
sw,2026-02-11,2026-06-15,4.3955
sw,2026-02-11,2026-09-15,4.287
sw,2026-02-11,2026-12-15,4.196
sw,2026-02-11,2027-02-15,4.1305
sw,2026-02-11,2027-02-15,3.9955
sw,2026-02-11,2028-02-15,3.928
sw,2026-02-11,2029-02-14,3.831
sw,2026-02-11,2030-02-13,3.7685
sw,2026-02-11,2031-02-13,3.7305
sw,2026-02-11,2032-02-13,3.7135
sw,2026-02-11,2033-02-15,3.7045
sw,2026-02-11,2034-02-15,3.7025
sw,2026-02-11,2035-02-14,3.7045
sw,2026-02-11,2036-02-13,3.7105
sw,2026-02-11,2038-02-15,3.7295
sw,2026-02-11,2041-02-13,3.7525
sw,2026-02-11,2046-02-14,3.7385
sw,2026-02-11,2051-02-15,3.6635
sw,2026-02-11,2056-02-15,3.5735
sw,2026-02-11,2066-02-15,3.374
sw,2026-02-11,2076-02-13,3.174
