Type,StartDate,Maturity,MarketQuote
sp,2025-12-08,2025-12-09,0.0
sp,2025-12-09,2025-12-10,0.0
sp,2025-12-10,2025-12-17,-35.0
sp,2025-12-10,2026-01-12,-175.0
sp,2025-12-10,2026-02-10,-370.0
sp,2025-12-10,2026-03-10,-570.0
sp,2025-12-10,2026-06-10,-1300.0
sp,2025-12-10,2026-12-10,-2790.0
sw,2025-12-10,2026-12-10,2.035
sw,2025-12-10,2027-12-10,1.965
sw,2025-12-10,2028-12-11,1.925
sw,2025-12-10,2029-12-10,1.89
sw,2025-12-10,2030-12-10,1.875
sw,2025-12-10,2031-12-10,1.88
sw,2025-12-10,2032-12-10,1.885
sw,2025-12-10,2033-12-12,1.885
sw,2025-12-10,2034-12-11,1.88
sw,2025-12-10,2035-12-10,1.9
sw,2025-12-10,2036-12-10,1.9
sw,2025-12-10,2037-12-10,1.88
sw,2025-12-10,2040-12-10,1.84
sw,2025-12-10,2045-12-11,1.77
