Type,StartDate,Maturity,MarketQuote
dg,2025-12-09,2025-12-10,4.6
sw,2025-12-11,2025-12-22,4.5925
sw,2025-12-11,2026-01-14,4.4555
sw,2025-12-11,2026-02-13,4.414
sw,2025-12-11,2026-03-13,4.3955
sw,2025-12-11,2026-06-15,4.287
sw,2025-12-11,2026-09-15,4.196
sw,2025-12-11,2026-12-15,4.1305
sw,2025-12-11,2026-12-15,3.9955
sw,2025-12-11,2027-12-15,3.928
sw,2025-12-11,2028-12-13,3.831
sw,2025-12-11,2029-12-13,3.7685
sw,2025-12-11,2030-12-13,3.7305
sw,2025-12-11,2031-12-15,3.7135
sw,2025-12-11,2032-12-15,3.7045
sw,2025-12-11,2033-12-14,3.7025
sw,2025-12-11,2034-12-13,3.7045
sw,2025-12-11,2035-12-13,3.7105
sw,2025-12-11,2037-12-15,3.7295
sw,2025-12-11,2040-12-13,3.7525
sw,2025-12-11,2045-12-13,3.7385
sw,2025-12-11,2050-12-14,3.6635
sw,2025-12-11,2055-12-15,3.5735
sw,2025-12-11,2065-12-15,3.374
sw,2025-12-11,2075-12-13,3.174
