Type,StartDate,Maturity,MarketQuote
dg,2025-12-02,2025-12-03,4.6
sw,2025-12-04,2025-12-15,4.5925
sw,2025-12-04,2026-01-07,4.4555
sw,2025-12-04,2026-02-06,4.414
sw,2025-12-04,2026-03-06,4.3955
sw,2025-12-04,2026-06-08,4.287
sw,2025-12-04,2026-09-08,4.196
sw,2025-12-04,2026-12-08,4.1305
sw,2025-12-04,2026-12-08,3.9955
sw,2025-12-04,2027-12-08,3.928
sw,2025-12-04,2028-12-06,3.831
sw,2025-12-04,2029-12-06,3.7685
sw,2025-12-04,2030-12-06,3.7305
sw,2025-12-04,2031-12-08,3.7135
sw,2025-12-04,2032-12-08,3.7045
sw,2025-12-04,2033-12-07,3.7025
sw,2025-12-04,2034-12-06,3.7045
sw,2025-12-04,2035-12-06,3.7105
sw,2025-12-04,2037-12-08,3.7295
sw,2025-12-04,2040-12-06,3.7525
sw,2025-12-04,2045-12-06,3.7385
sw,2025-12-04,2050-12-07,3.6635
sw,2025-12-04,2055-12-08,3.5735
sw,2025-12-04,2065-12-08,3.374
sw,2025-12-04,2075-12-06,3.174
