Type,StartDate,Maturity,MarketQuote
sp,2026-02-02,2026-02-03,0.0
sp,2026-02-03,2026-02-04,0.0
sp,2026-02-04,2026-02-11,-35.0
sp,2026-02-04,2026-03-04,-175.0
sp,2026-02-04,2026-05-04,-370.0
sp,2026-02-04,2026-05-04,-570.0
sp,2026-02-04,2026-08-04,-1300.0
sp,2026-02-04,2027-02-04,-2790.0
sw,2026-02-04,2027-02-04,2.035
sw,2026-02-04,2028-02-04,1.965
sw,2026-02-04,2029-02-05,1.925
sw,2026-02-04,2030-02-04,1.89
sw,2026-02-04,2031-02-04,1.875
sw,2026-02-04,2032-02-04,1.88
sw,2026-02-04,2033-02-04,1.885
sw,2026-02-04,2034-02-06,1.885
sw,2026-02-04,2035-02-05,1.88
sw,2026-02-04,2036-02-04,1.9
sw,2026-02-04,2037-02-04,1.9
sw,2026-02-04,2038-02-04,1.88
sw,2026-02-04,2041-02-04,1.84
sw,2026-02-04,2046-02-05,1.77
