Type,StartDate,Maturity,MarketQuote
dg,2026-01-28,2026-01-29,4.6
sw,2026-01-29,2026-02-09,4.5925
sw,2026-01-29,2026-04-01,4.4555
sw,2026-01-29,2026-05-01,4.414
sw,2026-01-29,2026-06-02,4.3955
sw,2026-01-29,2026-09-02,4.287
sw,2026-01-29,2026-12-02,4.196
sw,2026-01-29,2027-02-02,4.1305
sw,2026-01-29,2027-02-02,3.9955
sw,2026-01-29,2028-02-02,3.928
sw,2026-01-29,2029-01-31,3.831
sw,2026-01-29,2030-01-31,3.7685
sw,2026-01-29,2031-01-31,3.7305
sw,2026-01-29,2032-02-02,3.7135
sw,2026-01-29,2033-02-02,3.7045
sw,2026-01-29,2034-02-01,3.7025
sw,2026-01-29,2035-01-31,3.7045
sw,2026-01-29,2036-01-31,3.7105
sw,2026-01-29,2038-02-02,3.7295
sw,2026-01-29,2041-01-31,3.7525
sw,2026-01-29,2046-01-31,3.7385
sw,2026-01-29,2051-02-01,3.6635
sw,2026-01-29,2056-02-02,3.5735
sw,2026-01-29,2066-02-02,3.374
sw,2026-01-29,2076-01-31,3.174
